name,nature,menu_parent,variant_matric,value,location,price,image,description,meta_description,meta_keyword _ __,view,active,video,how2fix,Tools
Dell Vostro 2420/3460 LCD Casing,tool and task,Dell/Vostro 2420/3460/ LCD Casing,,,,,Laptops/Dell/Dell Vostro 2520 Casing.jpeg,Replace yourDell Vostro 2420/3460 LCD CasingBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 2420/3460 LCD CasingBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 2420/3460 LCD/LED Inverter Board,tool and task,Dell/Vostro 2420/3460/ LCD/LED Inverter Board,,,,,Laptops/Dell/Dell-Inspiron_Inverter-Board.JPG,Replace yourDell Vostro 2420/3460 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 2420/3460 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 2420/3460 Hinges/Brackets,tool and task,Dell/Vostro 2420/3460/ Hinges/Brackets,,,,,Laptops/Dell/Dell Vostro Hinges.jpeg,Replace yourDell Vostro 2420/3460 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 2420/3460 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 2420/3460 Battery,tool and task,Dell/Vostro 2420/3460/ Battery,,,,,Laptops/Dell/Dell Vostro 3460 Battery.jpeg,Replace yourDell Vostro 2420/3460 BatteryBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 2420/3460 BatteryBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Keyboard,tool and task,Dell/Vostro 3360/ Keyboard,,,,,Laptops/Dell/dell_vostro_keyboard.jpg,Replace yourDell Vostro 3360 KeyboardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 KeyboardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Palm rest + Trackpad,tool and task,Dell/Vostro 3360/ Palm rest + Trackpad,,,,,Laptops/Dell/dell_vostro_palmrest_touchpad.jpg,Replace yourDell Vostro 3360 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Speakers,tool and task,Dell/Vostro 3360/ Speakers,,,,,Laptops/Dell/dell_vostro_Speakers.jpg,Replace yourDell Vostro 3360 SpeakersBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 SpeakersBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 DC power jack,tool and task,Dell/Vostro 3360/ DC power jack,,,,,Laptops/Dell/dell_inspiron_DCjack.jpg,Replace yourDell Vostro 3360 DC power jackBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 DC power jackBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Wireless Card,tool and task,Dell/Vostro 3360/ Wireless Card,,,,,Laptops/Dell/dell_inspiron_wireleddcard.jpg,Replace yourDell Vostro 3360 Wireless CardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 Wireless CardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 RAM,tool and task,Dell/Vostro 3360/ RAM,,4GB,,,Laptops/Dell/dell_ram.jpeg,Replace yourDell Vostro 3360 RAMBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 RAMBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Hard drive,tool and task,Dell/Vostro 3360/ Hard drive,,512GB,,,Laptops/Dell/dell_vostro_harddrive.jpg,Replace yourDell Vostro 3360 Hard driveBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 Hard driveBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 SSD,tool and task,Dell/Vostro 3360/ SSD,,64 GB,,,Laptops/Dell/dell-ssd.jpg,Replace yourDell Vostro 3360 SSDBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 SSDBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
,,,,128GB,,,,,,,,1,,,
Dell Vostro 3360 Heat Sinks,tool and task,Dell/Vostro 3360/ Heat Sinks,,,,,Laptops/Dell/dell_vostro_heatsink.jpg,Replace yourDell Vostro 3360 Heat SinksBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 Heat SinksBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 LED Board,tool and task,Dell/Vostro 3360/ LED Board,,,,,Laptops/Dell/dell_vostro_ledboard.jpg,Replace yourDell Vostro 3360 LED BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 LED BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Audio Board,tool and task,Dell/Vostro 3360/ Audio Board,,,,,Laptops/Dell/dell_inspiron_audioboard.jpg,Replace yourDell Vostro 3360 Audio BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 Audio BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Power Board,tool and task,Dell/Vostro 3360/ Power Board,,,,,Laptops/Dell/Dell-Inspiron-Power-Jack-Board.jpg,Replace yourDell Vostro 3360 Power BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 Power BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 LCD Screen,tool and task,Dell/Vostro 3360/ LCD Screen,,Matte,,,Laptops/Dell/dell_inspiron_screen.jpg,Replace yourDell Vostro 3360 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
,,,,Glossy,,,,,,,,1,,,
Dell Vostro 3360 LCD Bezel,tool and task,Dell/Vostro 3360/ LCD Bezel,,,,,Laptops/Dell/dell_vostro_lcdbezel.jpg,Replace yourDell Vostro 3360 LCD BezelBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 LCD BezelBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 LCD Casing,tool and task,Dell/Vostro 3360/ LCD Casing,,,,,Laptops/Dell/Dell Vostro 3360 Casing.jpeg,Replace yourDell Vostro 3360 LCD CasingBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 LCD CasingBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 LCD/LED Inverter Board,tool and task,Dell/Vostro 3360/ LCD/LED Inverter Board,,,,,Laptops/Dell/Dell-Inspiron_Inverter-Board.JPG,Replace yourDell Vostro 3360 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Hinges/Brackets,tool and task,Dell/Vostro 3360/ Hinges/Brackets,,,,,Laptops/Dell/Dell Vostro Hinges.jpeg,Replace yourDell Vostro 3360 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
Dell Vostro 3360 Battery,tool and task,Dell/Vostro 3360/ Battery,,,,,Laptops/Dell/Dell Vostro 3460 Battery.jpeg,Replace yourDell Vostro 3360 BatteryBuy the part or get it replaced at your doorstep with our service team!,Replace yourDell Vostro 3360 BatteryBuy the part or get it replaced at your doorstep with our service team!,,,1,,,
"Dell Latitude 14 3000,5000 Keyboard",tool and task,"Dell/Latitude 14 3000,5000/ Keyboard",,,,,Laptops/Dell/dell-latitude-keyboard.jpg,"Replace yourDell Latitude 14 3000,5000 KeyboardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 KeyboardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Palm rest + Trackpad",tool and task,"Dell/Latitude 14 3000,5000/ Palm rest + Trackpad",,,,,Laptops/Dell/dell_latitude_palmrest_touchpad.jpg,"Replace yourDell Latitude 14 3000,5000 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Speakers",tool and task,"Dell/Latitude 14 3000,5000/ Speakers",,,,,Laptops/Dell/dell-latitude-speakers.jpg,"Replace yourDell Latitude 14 3000,5000 SpeakersBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 SpeakersBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 DC power jack",tool and task,"Dell/Latitude 14 3000,5000/ DC power jack",,,,,Laptops/Dell/dell_inspiron_DCjack.jpg,"Replace yourDell Latitude 14 3000,5000 DC power jackBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 DC power jackBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Wireless Card",tool and task,"Dell/Latitude 14 3000,5000/ Wireless Card",,,,,Laptops/Dell/dell_inspiron_wireleddcard.jpg,"Replace yourDell Latitude 14 3000,5000 Wireless CardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 Wireless CardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 RAM",tool and task,"Dell/Latitude 14 3000,5000/ RAM",,4GB,,,Laptops/Dell/dell_ram.jpeg,"Replace yourDell Latitude 14 3000,5000 RAMBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 RAMBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Hard drive",tool and task,"Dell/Latitude 14 3000,5000/ Hard drive",,512GB,,,Laptops/Dell/dell_vostro_harddrive.jpg,"Replace yourDell Latitude 14 3000,5000 Hard driveBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 Hard driveBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 SSD",tool and task,"Dell/Latitude 14 3000,5000/ SSD",,64 GB,,,Laptops/Dell/dell-ssd.jpg,"Replace yourDell Latitude 14 3000,5000 SSDBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 SSDBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
,,,,128GB,,,,,,,,1,,,
"Dell Latitude 14 3000,5000 Heat Sinks",tool and task,"Dell/Latitude 14 3000,5000/ Heat Sinks",,,,,Laptops/Dell/dell-latitude-heatsink.jpg,"Replace yourDell Latitude 14 3000,5000 Heat SinksBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 Heat SinksBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 LED Board",tool and task,"Dell/Latitude 14 3000,5000/ LED Board",,,,,Laptops/Dell/dell_vostro_ledboard.jpg,"Replace yourDell Latitude 14 3000,5000 LED BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 LED BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Audio Board",tool and task,"Dell/Latitude 14 3000,5000/ Audio Board",,,,,Laptops/Dell/dell_inspiron_audioboard.jpg,"Replace yourDell Latitude 14 3000,5000 Audio BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 Audio BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Power Board",tool and task,"Dell/Latitude 14 3000,5000/ Power Board",,,,,Laptops/Dell/Dell-Inspiron-Power-Jack-Board.jpg,"Replace yourDell Latitude 14 3000,5000 Power BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 Power BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 LCD Screen",tool and task,"Dell/Latitude 14 3000,5000/ LCD Screen",,Matte,,,Laptops/Dell/dell_inspiron_screen.jpg,"Replace yourDell Latitude 14 3000,5000 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 LCD ScreenBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
,,,,Glossy,,,,,,,,1,,,
"Dell Latitude 14 3000,5000 LCD Bezel",tool and task,"Dell/Latitude 14 3000,5000/ LCD Bezel",,,,,Laptops/Dell/dell_vostro_lcdbezel.jpg,"Replace yourDell Latitude 14 3000,5000 LCD BezelBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 LCD BezelBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 LCD Casing",tool and task,"Dell/Latitude 14 3000,5000/ LCD Casing",,,,,Laptops/Dell/Dell Latitude 14 3000 Casing.jpeg,"Replace yourDell Latitude 14 3000,5000 LCD CasingBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 LCD CasingBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 LCD/LED Inverter Board",tool and task,"Dell/Latitude 14 3000,5000/ LCD/LED Inverter Board",,,,,Laptops/Dell/Dell-Inspiron_Inverter-Board.JPG,"Replace yourDell Latitude 14 3000,5000 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 LCD/LED Inverter BoardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Hinges/Brackets",tool and task,"Dell/Latitude 14 3000,5000/ Hinges/Brackets",,,,,Laptops/Dell/Dell Latitude Hindges.jpg,"Replace yourDell Latitude 14 3000,5000 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 Hinges/BracketsBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 14 3000,5000 Battery",tool and task,"Dell/Latitude 14 3000,5000/ Battery",,,,,Laptops/Dell/Dell Latitude 14 Battery.jpeg,"Replace yourDell Latitude 14 3000,5000 BatteryBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 14 3000,5000 BatteryBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 15 3000,5000 Keyboard",tool and task,"Dell/Latitude 15 3000,5000/ Keyboard",,,,,Laptops/Dell/dell-latitude-keyboard.jpg,"Replace yourDell Latitude 15 3000,5000 KeyboardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 15 3000,5000 KeyboardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 15 3000,5000 Palm rest + Trackpad",tool and task,"Dell/Latitude 15 3000,5000/ Palm rest + Trackpad",,,,,Laptops/Dell/dell_latitude_palmrest_touchpad.jpg,"Replace yourDell Latitude 15 3000,5000 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 15 3000,5000 Palm rest + TrackpadBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 15 3000,5000 Speakers",tool and task,"Dell/Latitude 15 3000,5000/ Speakers",,,,,Laptops/Dell/dell-latitude-speakers.jpg,"Replace yourDell Latitude 15 3000,5000 SpeakersBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 15 3000,5000 SpeakersBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 15 3000,5000 DC power jack",tool and task,"Dell/Latitude 15 3000,5000/ DC power jack",,,,,Laptops/Dell/dell_inspiron_DCjack.jpg,"Replace yourDell Latitude 15 3000,5000 DC power jackBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 15 3000,5000 DC power jackBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 15 3000,5000 Wireless Card",tool and task,"Dell/Latitude 15 3000,5000/ Wireless Card",,,,,Laptops/Dell/dell_inspiron_wireleddcard.jpg,"Replace yourDell Latitude 15 3000,5000 Wireless CardBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 15 3000,5000 Wireless CardBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
"Dell Latitude 15 3000,5000 RAM",tool and task,"Dell/Latitude 15 3000,5000/ RAM",,4GB,,,Laptops/Dell/dell_ram.jpeg,"Replace yourDell Latitude 15 3000,5000 RAMBuy the part or get it replaced at your doorstep with our service team!","Replace yourDell Latitude 15 3000,5000 RAMBuy the part or get it replaced at your doorstep with our service team!",,,1,,,
